avg,mapped_wreq,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
54,"{""mean"": 67.003012, ""bench"": ""gzip-ad2ebb2666f4c4877b4"", ""payload"": ""{\""file_size\"": 1}""}",5,5,6,6,2,6,7,5,5,6,4,6,3,7,4,6,5,6,4,6,7,6,4,3,7,5,5,5,6,6
238,"{""mean"": 319.042249, ""bench"": ""chameleon-e52ff3854d5b6f"", ""payload"": ""{\""num_of_cols\"": 10, \""num_of_rows\"": 100}""}",4,4,5,1,7,4,4,5,1,8,4,4,5,1,7,4,4,5,1,7,5,4,5,1,8,4,4,5,1,8
207,"{""mean"": 107.161463, ""bench"": ""aes-4ed58c4e08a18a048b11"", ""payload"": ""{\""message_length\"": 256, \""num_iterations\"": 10}""}",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,"{""mean"": 107.161463, ""bench"": ""aes-4ed58c4e08a18a048b11"", ""payload"": ""{\""message_length\"": 256, \""num_iterations\"": 10}""}",3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,3,4,4,4,3,4
8,"{""mean"": 6.647955, ""bench"": ""disk-seq-0ebf93f8938852c"", ""payload"": ""{\""byte_size\"": 4096, \""file_size\"": 1}""}",3,4,4,4,3,8,3,4,4,3,4,4,4,4,3,7,3,4,3,3,3,3,4,4,3,7,3,4,3,3
50,"{""mean"": 67.003012, ""bench"": ""gzip-ad2ebb2666f4c4877b4"", ""payload"": ""{\""file_size\"": 1}""}",3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4
993,"{""mean"": 319.042249, ""bench"": ""chameleon-e52ff3854d5b6f"", ""payload"": ""{\""num_of_cols\"": 10, \""num_of_rows\"": 100}""}",4,5,4,4,5,5,5,5,4,5,2,1,1,1,2,3,3,3,4,4,3,4,4,4,4,3,4,3,4,4
869,"{""mean"": 319.042249, ""bench"": ""chameleon-e52ff3854d5b6f"", ""payload"": ""{\""num_of_cols\"": 10, \""num_of_rows\"": 100}""}",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
42,"{""mean"": 67.003012, ""bench"": ""gzip-ad2ebb2666f4c4877b4"", ""payload"": ""{\""file_size\"": 1}""}",5,6,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,5,5,4,4,4,5,4,3,4
81,"{""mean"": 67.003012, ""bench"": ""gzip-ad2ebb2666f4c4877b4"", ""payload"": ""{\""file_size\"": 1}""}",4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3
2282,"{""mean"": 2721.288156, ""bench"": ""float-c571b37ac335ef8f25"", ""payload"": ""{\""n\"": 10000}""}",2,3,2,4,4,5,5,2,6,6,6,5,6,6,5,4,6,6,7,3,6,3,4,3,3,4,3,3,3,3
