avg,mapped_wreq,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
1633,"{""mean"": 2721.288156, ""bench"": ""float-c276081b71df94bcec"", ""payload"": ""{\""n\"": 10000000}""}",167,167,165,172,168,160,161,169,163,172,162,168,159,164,160,161,162,164,165,161,162,166,167,168,166,165,161,166,168,165
295,"{""mean"": 319.042249, ""bench"": ""chameleon-a05a8d9f435378"", ""payload"": ""{\""num_of_cols\"": 100, \""num_of_rows\"": 10000}""}",124,126,134,130,125,120,128,130,132,120,123,124,134,128,124,118,128,130,134,121,122,124,133,128,124,119,128,129,132,122
265,"{""mean"": 319.042249, ""bench"": ""chameleon-a05a8d9f435378"", ""payload"": ""{\""num_of_cols\"": 100, \""num_of_rows\"": 10000}""}",68,71,67,66,72,78,70,68,68,66,73,71,67,67,62,74,67,73,65,75,72,70,64,65,75,67,72,68,60,71
31,"{""mean"": 6.647955, ""bench"": ""disk-seq-0ebf93f8938852c"", ""payload"": ""{\""byte_size\"": 4096, \""file_size\"": 1}""}",40,40,40,39,39,39,36,35,34,34,36,36,36,34,34,36,34,34,34,33,34,37,35,34,35,36,34,32,35,34
43,"{""mean"": 67.003012, ""bench"": ""gzip-ad2ebb2666f4c4877b4"", ""payload"": ""{\""file_size\"": 1}""}",26,25,26,25,26,25,24,24,22,20,20,20,19,19,20,20,20,21,20,21,19,20,20,19,21,22,21,19,20,20
4,"{""mean"": 5.771919, ""bench"": ""disk-rand-0ebf93f8938852"", ""payload"": ""{\""byte_size\"": 4096, \""file_size\"": 1}""}",31,31,31,31,32,32,31,30,32,29,31,30,30,31,30,31,33,32,31,32,31,31,29,31,33,32,31,32,29,31
19,"{""mean"": 6.647955, ""bench"": ""disk-seq-0ebf93f8938852c"", ""payload"": ""{\""byte_size\"": 4096, \""file_size\"": 1}""}",33,33,33,32,34,33,33,32,34,31,33,33,32,34,32,34,34,35,34,34,33,32,31,33,33,33,34,33,32,33
6,"{""mean"": 5.771919, ""bench"": ""disk-rand-0ebf93f8938852"", ""payload"": ""{\""byte_size\"": 4096, \""file_size\"": 1}""}",26,24,24,25,23,22,24,23,23,23,23,21,22,21,24,21,19,21,20,21,22,21,22,25,22,22,23,19,17,18
79,"{""mean"": 67.003012, ""bench"": ""gzip-ad2ebb2666f4c4877b4"", ""payload"": ""{\""file_size\"": 1}""}",23,23,23,24,25,22,23,24,23,23,24,24,24,24,24,25,25,25,24,26,24,25,25,26,27,27,27,27,27,27
2,"{""mean"": 0.011647, ""bench"": ""json-60fd8c7b14a741bb5bc"", ""payload"": ""{\""json_string\"": \""{\\\""a\\\"":1,\\\""b\\\"":[1,2,3]}\""}""}",27,29,28,28,27,29,30,29,28,26,26,27,26,27,30,29,30,28,27,26,26,27,27,29,28,27,26,25,27,27
14,"{""mean"": 6.647955, ""bench"": ""disk-seq-0ebf93f8938852c"", ""payload"": ""{\""byte_size\"": 4096, \""file_size\"": 1}""}",26,27,28,28,27,26,27,27,28,27,26,27,27,27,27,26,27,27,27,27,26,27,27,27,28,27,27,27,28,28
18,"{""mean"": 6.647955, ""bench"": ""disk-seq-0ebf93f8938852c"", ""payload"": ""{\""byte_size\"": 4096, \""file_size\"": 1}""}",25,16,20,22,18,17,30,21,14,14,11,8,8,6,7,8,31,9,6,6,11,12,12,14,14,9,30,17,19,10
28,"{""mean"": 6.647955, ""bench"": ""disk-seq-0ebf93f8938852c"", ""payload"": ""{\""byte_size\"": 4096, \""file_size\"": 1}""}",18,19,20,20,19,19,22,21,22,21,20,20,19,20,19,19,20,20,20,20,19,20,21,21,21,19,21,19,20,19
1,"{""mean"": 0.011647, ""bench"": ""json-60fd8c7b14a741bb5bc"", ""payload"": ""{\""json_string\"": \""{\\\""a\\\"":1,\\\""b\\\"":[1,2,3]}\""}""}",14,15,14,13,14,15,14,14,13,14,13,14,14,13,14,14,14,14,14,14,14,14,14,14,13,14,14,14,13,14
